Source,Section,URL,Category,Notes,Fetch

Mormonr,ces-letter-background,https://mormonr.org/qnas/6ULsTb/ces_letter,hub,CES Letter overview page with timeline and refutation links
Mormonr,first-vision,https://mormonr.org/qnas/kMuNM/multiple_accounts_of_the_first_vision,hub,Multiple accounts of the First Vision
Mormonr,kinderhook-plates,https://mormonr.org/qnas/a9l1T/the_kinderhook_plates,hub,The Kinderhook Plates
Mormonr,polygamy-polyandry,https://mormonr.org/qnas/VvSJBb/polygamy_joseph_smith_era,hub,Joseph Smith-era polygamy
Mormonr,book-of-abraham,https://mormonr.org/qnas/Rqa6Tb/book_of_abraham_translation,hub,Book of Abraham translation
Mormonr,witnesses,https://mormonr.org/qnas/0Eiiyt,hub,Book of Mormon Witnesses

FAIR Brief,book-of-mormon,https://www.fairlatterdaysaints.org/answers/Book_of_Mormon_in_the_CES_Letter,comprehensive,Brief response — Book of Mormon
FAIR Brief,book-of-mormon-translation,https://www.fairlatterdaysaints.org/answers/Book_of_Mormon_Translation_in_the_CES_Letter,comprehensive,Brief response — Book of Mormon Translation
FAIR Brief,first-vision,https://www.fairlatterdaysaints.org/answers/First_Vision_in_the_CES_Letter,comprehensive,Brief response — First Vision
FAIR Brief,book-of-abraham,https://www.fairlatterdaysaints.org/answers/Book_of_Abraham_in_the_CES_Letter,comprehensive,Brief response — Book of Abraham
FAIR Brief,polygamy-polyandry,https://www.fairlatterdaysaints.org/answers/Polygamy_and_Polyandry_in_the_CES_Letter,comprehensive,Brief response — Polygamy & Polyandry
FAIR Brief,prophets,https://www.fairlatterdaysaints.org/answers/Prophets_in_the_CES_Letter,comprehensive,Brief response — Prophets
FAIR Brief,kinderhook-plates,https://www.fairlatterdaysaints.org/answers/Kinderhook_Plates_%26_Translator_Claims_in_the_CES_Letter,comprehensive,Brief response — Kinderhook Plates
FAIR Brief,testimony-spiritual-witnesses,https://www.fairlatterdaysaints.org/answers/Testimony_and_Spiritual_Witness_in_the_CES_Letter,comprehensive,Brief response — Testimony & Spiritual Witness
FAIR Brief,priesthood-restoration,https://www.fairlatterdaysaints.org/answers/Priesthood_Restoration_in_the_CES_Letter,comprehensive,Brief response — Priesthood Restoration
FAIR Brief,witnesses,https://www.fairlatterdaysaints.org/answers/Witnesses_in_the_CES_Letter,comprehensive,Brief response — Witnesses
FAIR Brief,temples-freemasonry,https://www.fairlatterdaysaints.org/answers/Temples_%26_Freemasonry_in_the_CES_Letter,comprehensive,Brief response — Temples & Freemasonry
FAIR Brief,science,https://www.fairlatterdaysaints.org/answers/Science_in_the_CES_Letter,comprehensive,Brief response — Science
FAIR Brief,other-concerns,https://www.fairlatterdaysaints.org/answers/Other_in_the_CES_Letter,comprehensive,Brief response — Other Concerns
FAIR Brief,conclusion,https://www.fairlatterdaysaints.org/answers/Conclusion_in_the_CES_Letter,comprehensive,Brief response — Conclusion

"FAIR Detailed",book-of-mormon,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Book_of_Mormon",comprehensive,Detailed claim-by-claim response — Book of Mormon
"FAIR Detailed",book-of-mormon-translation,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Book_of_Mormon_Translation",comprehensive,Detailed claim-by-claim response — Book of Mormon Translation
"FAIR Detailed",first-vision,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_First_Vision",comprehensive,Detailed claim-by-claim response — First Vision
"FAIR Detailed",book-of-abraham,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Book_of_Abraham",comprehensive,Detailed claim-by-claim response — Book of Abraham
"FAIR Detailed",polygamy-polyandry,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Polygamy_and_Polyandry",comprehensive,Detailed claim-by-claim response — Polygamy & Polyandry
"FAIR Detailed",prophets,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Prophets",comprehensive,Detailed claim-by-claim response — Prophets
"FAIR Detailed",kinderhook-plates,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Kinderhook_Plates_%26_Translator_Claims",comprehensive,Detailed claim-by-claim response — Kinderhook Plates
"FAIR Detailed",testimony-spiritual-witnesses,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Testimony_and_Spiritual_Witness",comprehensive,Detailed claim-by-claim response — Testimony & Spiritual Witness
"FAIR Detailed",priesthood-restoration,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Priesthood_Restoration",comprehensive,Detailed claim-by-claim response — Priesthood Restoration
"FAIR Detailed",witnesses,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Witnesses",comprehensive,Detailed claim-by-claim response — Witnesses
"FAIR Detailed",temples-freemasonry,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Temples_%26_Freemasonry",comprehensive,Detailed claim-by-claim response — Temples & Freemasonry
"FAIR Detailed",science,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Science",comprehensive,Detailed claim-by-claim response — Science
"FAIR Detailed",other-concerns,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Other",comprehensive,Detailed claim-by-claim response — Other Concerns
"FAIR Detailed",conclusion,"https://www.fairlatterdaysaints.org/answers/Detailed_response_to_CES_Letter,_Conclusion",comprehensive,Detailed claim-by-claim response — Conclusion

Sarah Allen,ces-letter-background,https://www.fairlatterdaysaints.org/blog/2021/08/25/ces-rebuttal-part-1-extended-version,comprehensive,Part 1: Manipulations and Dishonesty
Sarah Allen,book-of-mormon,https://www.fairlatterdaysaints.org/blog/2021/08/26/the-ces-letter-rebuttal-part-2,comprehensive,Parts 2–7: Book of Mormon Questions (6 parts)
Sarah Allen,book-of-mormon-translation,https://www.fairlatterdaysaints.org/blog/2021/09/15/the-ces-letter-rebuttal-part-8,comprehensive,Part 8: Book of Mormon Translation Questions
Sarah Allen,first-vision,https://www.fairlatterdaysaints.org/blog/2021/09/17/the-ces-letter-rebuttal-part-9,comprehensive,Part 9: First Vision Questions
Sarah Allen,book-of-abraham,https://www.fairlatterdaysaints.org/blog/2021/09/22/the-ces-letter-rebuttal-part-10,comprehensive,Parts 10–19: Book of Abraham Questions (10 parts)
Sarah Allen,polygamy-polyandry,https://www.fairlatterdaysaints.org/blog/2021/10/27/part-20-ces-letter-polygamy-polyandry-questions-section-a,comprehensive,Parts 20–26: Polygamy & Polyandry Questions (7 parts)
Sarah Allen,prophets,https://www.fairlatterdaysaints.org/blog/2021/11/19/the-ces-letter-rebuttal-part-27,comprehensive,Parts 27–35: Prophet Questions (9 parts)
Sarah Allen,kinderhook-plates,https://www.fairlatterdaysaints.org/blog/2021/12/22/the-ces-letter-rebuttal-part-36,comprehensive,Part 36: Kinderhook Plates/Translation Questions
Sarah Allen,testimony-spiritual-witnesses,https://www.fairlatterdaysaints.org/blog/2021/12/24/the-ces-letter-rebuttal-part-37,comprehensive,Parts 37–42: Testimony/Spiritual Witness Questions (6 parts)
Sarah Allen,priesthood-restoration,https://www.fairlatterdaysaints.org/blog/2022/01/21/43,comprehensive,Parts 43–44: Priesthood Restoration Questions (2 parts)
Sarah Allen,witnesses,https://www.fairlatterdaysaints.org/blog/2022/01/28/45,comprehensive,Parts 45–54: Witnesses Questions (10 parts)
Sarah Allen,temples-freemasonry,https://www.fairlatterdaysaints.org/blog/2022/03/30/the-ces-letter-rebuttal-part-55,comprehensive,Parts 55–57: Temples & Freemasonry Questions (3 parts)
Sarah Allen,science,https://www.fairlatterdaysaints.org/blog/2022/04/20/the-ces-letter-rebuttal-part-58,comprehensive,Part 58: Science Questions
Sarah Allen,other-concerns,https://www.fairlatterdaysaints.org/blog/2022/05/18/the-ces-letter-rebuttal-part-59,comprehensive,Parts 59–66: Other Concerns Questions (8 parts)
Sarah Allen,conclusion,https://www.fairlatterdaysaints.org/blog/2022/08/03/33167,comprehensive,Parts 67–69: Conclusion (3 parts)

Jim Bennett,book-of-mormon,https://scripturecentral.org/archive/books/book-chapter/book-mormon-concerns-questions,comprehensive,Chapter 2: Book of Mormon Concerns & Questions
Jim Bennett,book-of-mormon-translation,https://scripturecentral.org/archive/books/book-chapter/book-mormon-translation-concerns-questions,comprehensive,Chapter 3: Book of Mormon Translation Concerns & Questions
Jim Bennett,first-vision,https://scripturecentral.org/archive/books/book-chapter/first-vision-concerns-questions,comprehensive,Chapter 4: First Vision Concerns & Questions
Jim Bennett,book-of-abraham,https://scripturecentral.org/archive/books/book-chapter/book-abraham-concerns-questions,comprehensive,Chapter 5: Book of Abraham Concerns & Questions
Jim Bennett,polygamy-polyandry,https://scripturecentral.org/archive/books/book-chapter/polygamypolyandry-concerns-questions,comprehensive,Chapter 6: Polygamy/Polyandry Concerns & Questions
Jim Bennett,prophets,https://scripturecentral.org/archive/books/book-chapter/prophets-concerns-questions,comprehensive,Chapter 7: Prophets Concerns & Questions
Jim Bennett,kinderhook-plates,https://scripturecentral.org/archive/books/book-chapter/kinderhook-plates-translator-claims-concerns-questions,comprehensive,Chapter 8: Kinderhook Plates & Translator Claims
Jim Bennett,testimony-spiritual-witnesses,https://scripturecentral.org/archive/books/book-chapter/testimony-spiritual-witness-concerns-questions,comprehensive,Chapter 9: Testimony & Spiritual Witness
Jim Bennett,priesthood-restoration,https://scripturecentral.org/archive/books/book-chapter/priesthood-restoration-concerns-questions,comprehensive,Chapter 10: Priesthood Restoration
Jim Bennett,witnesses,https://scripturecentral.org/archive/books/book-chapter/witnesses-concerns-questions,comprehensive,Chapter 11: Witnesses
Jim Bennett,temples-freemasonry,https://scripturecentral.org/archive/books/book-chapter/temples-and-freemasonry-concerns-questions,comprehensive,Chapter 12: Temples and Freemasonry
Jim Bennett,science,https://scripturecentral.org/archive/books/book-chapter/science-concerns-questions,comprehensive,Chapter 13: Science
Jim Bennett,other-concerns,https://scripturecentral.org/archive/books/book-chapter/other-concerns-questions,comprehensive,Chapter 14: Other Concerns & Questions
Jim Bennett,conclusion,https://scripturecentral.org/archive/books/book-chapter/conclusion,comprehensive,Chapter 15: Conclusion

Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/kjv-1769-errors/,comprehensive,1769 KJV errors
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/kjv-italics/,comprehensive,17th century KJV italics
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/red-sea/,comprehensive,Red Sea
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/joseph-smith-translation/,comprehensive,Mistranslations
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/dna/,comprehensive,DNA
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/anachronisms/,comprehensive,Anachronisms
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/archaeology/,comprehensive,Archaeology
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/many-different-theories-of-geography/,comprehensive,Proposed locations
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/geography/,comprehensive,Geography (standalone page)
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/view-of-the-hebrews/,comprehensive,View of the Hebrews
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/the-late-war/,comprehensive,The Late War
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/first-book-of-napoleon/,comprehensive,First Book of Napoleon
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/first-book-of-napoleon-comparison/,comprehensive,Excerpt comparison (FBN)
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/comparison-of-the-three-19th-century-books/,comprehensive,Comparison of three 19th-century books
Debunking-CESLetter,book-of-mormon,https://debunking-cesletter.com/book-of-mormon-1/trinitarian-view/,comprehensive,Trinitarian view / Godhead changes
Debunking-CESLetter,book-of-mormon-translation,https://debunking-cesletter.com/book-of-mormon-translation-1/rock-in-the-hat/,comprehensive,Rock in a hat
Debunking-CESLetter,book-of-mormon-translation,https://debunking-cesletter.com/book-of-mormon-translation-1/incorrect-drawings/,comprehensive,Translation art
Debunking-CESLetter,book-of-mormon-translation,https://debunking-cesletter.com/book-of-mormon-translation-1/translation-accounts/,comprehensive,Translation accounts
Debunking-CESLetter,first-vision,https://debunking-cesletter.com/first-vision/,comprehensive,First Vision (single page)
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/abraham-as-the-author/,comprehensive,Papyrus found / Abraham as author
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/relationship-to-the-book-of-breathings/,comprehensive,Relationship to Book of Breathings
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/joseph-smith-as-a-translator/,comprehensive,Joseph & translation
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/joseph-as-a-translator-part-2/,comprehensive,Joseph & translation pt. 2
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/facsimile-2-infographic/,comprehensive,Facsimile 2 infographic
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/facsimile-1/,comprehensive,Facsimile 1
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/facsimile-2-egyptian-god-min/,comprehensive,Facsimile 2 — Egyptian God Min
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/facsimile-3-infographic/,comprehensive,Facsimile 3 infographic
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/facsimile-3-response/,comprehensive,Facsimile 3 response
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/egyptologists-have-a-different-interpretation/,comprehensive,Egyptologists' interpretations
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/newtonian-physics/,comprehensive,Cosmology / Newtonian physics
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/king-james-bible-language/,comprehensive,KJV language in BoA
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/ananchronisms/,comprehensive,Anachronisms
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/cosmology/,comprehensive,Light from Kolob
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/parallels-to-thomas-dick-writings/,comprehensive,Philosophy of a Future State parallels
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/elder-holland/,comprehensive,Elder Holland BBC interview
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/old-egyptologist-quotes/,comprehensive,Egyptologist quotes
Debunking-CESLetter,book-of-abraham,https://debunking-cesletter.com/the-book-of-abraham-1/ces-letter-conclusion/,comprehensive,BoA section conclusion
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/joseph-smith-and-sealings/,comprehensive,Joseph Smith and sealings
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/young-brides/,comprehensive,Young brides
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/threats/,comprehensive,Promises of salvation / threats
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/polyandry/explanation-of-polyandry/,comprehensive,Explanation of polyandry
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/polyandry/explanation-of-polyandry/marinda-johnson-hyde/,comprehensive,Marinda Johnson Hyde
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/elder-jensen-on-polyandry/,comprehensive,Elder Jensen quote on polyandry
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/sealing-to-foster-daughters/,comprehensive,Foster daughters
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/helen-mar-kimball/,comprehensive,Helen Mar Kimball
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/dc-132/,comprehensive,D&C 132
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/multiple-ces-letter-half-truths/,comprehensive,D&C 132 vs Joseph — half-truths
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/dc-132-and-being-destroyed/,comprehensive,D&C 132 and being destroyed
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/dc-132-the-law-of-sarah/,comprehensive,Law of Sarah
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/fanny-alger/,comprehensive,Fanny Alger
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/public-denials/,comprehensive,Public denials of polygamy
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/carefully-worded-denials-in-nauvoo/,comprehensive,Carefully worded denials in Nauvoo
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/joseph-smith-and-polygamy-secrecy/,comprehensive,Secrecy and denials
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/lying-signatories/,comprehensive,Refuting John C. Bennett / lying signatories
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/repetitive-topics/,comprehensive,Topics addressed elsewhere
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/dc-1835-edition-on-polygamy-and-monogamy/,comprehensive,D&C 1835 edition on polygamy/monogamy
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/warren-jeffs-comparison/,comprehensive,Warren Jeffs comparison
Debunking-CESLetter,polygamy-polyandry,https://debunking-cesletter.com/polygamy-polyandry-1/emma-approved-of-four-sealings/,comprehensive,Emma's four approvals
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/js-allowed-black-ordinations/,comprehensive,Yesterday's doctrine / JS allowed Black ordinations
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/blood-atonement/,comprehensive,Blood atonement
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/adam-god/,comprehensive,Adam-God
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/spencer-w-kimball-on-adam-god-theory/,comprehensive,Spencer W. Kimball on Adam-God
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/bruce-r-mcconkie-on-adam-god-theory/,comprehensive,Bruce R. McConkie on Adam-God
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/blood-atonement-of-christ/,comprehensive,Blood atonement of Christ
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/is-polygamy-required-for-exaltation/,comprehensive,Is polygamy required for exaltation?
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/polygamy-and-the-new-and-everlasting-covenant/,comprehensive,New and everlasting covenant
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/president-hinckley-on-polygamy/,comprehensive,President Hinckley on polygamy
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/priesthood-ban-timeline/,comprehensive,Priesthood ban timeline
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/mark-hofmann-timeline/,comprehensive,Mark Hofmann timeline
Debunking-CESLetter,prophets,https://debunking-cesletter.com/prophets-1/brigham-young-on-scripture/,comprehensive,Conclusion — Brigham Young on scripture
Debunking-CESLetter,kinderhook-plates,https://debunking-cesletter.com/kinderhook-plates-translator-claims-1/kinderhook-plates-and-the-book-of-abraham/,comprehensive,Kinderhook Plates and the Book of Abraham
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/does-every-religion-believe-the-holy-spirit-testifies-of-truth/,comprehensive,Same claims across religions
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/not-arrogance/,comprehensive,Outsider test for faith
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/lds-flds-rlds-ldcjc/,comprehensive,Outsider test pt. 2 — LDS/FLDS/RLDS
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/is-the-holy-spirit-inefficient/,comprehensive,Is the Holy Spirit inefficient?
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/first-vision/,comprehensive,First Vision contradictions
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/book-of-mormon-copyright-revelation/,comprehensive,Book of Mormon copyright revelation
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/is-the-church-hiding-its-history/,comprehensive,Discrepancy / is the Church hiding history?
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/bearing-testimony/,comprehensive,Apostle counsels on bearing testimony
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/llight-and-darkness/,comprehensive,How reliable is the Spirit?
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/doubters/,comprehensive,Real vs. not real
Debunking-CESLetter,testimony-spiritual-witnesses,https://debunking-cesletter.com/testimony-spiritual-witness-1/hearing-the-right-spirit/,comprehensive,Real vs. not real pt. 2
Debunking-CESLetter,priesthood-restoration,https://debunking-cesletter.com/priesthood-restoration-1/bushman-on-the-priesthood-restoration/,comprehensive,Bushman on the priesthood restoration
